DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, used, down, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.117907+0.000250773*x+-3.04922e-07*x*x))" 
1, used, down_correlated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.0918339+0.000299479*x+-3.61757e-07*x*x))" 
1, used, down_uncorrelated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1-(0.0738386))" 
1, used, up, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.117907+0.000250773*x+-3.04922e-07*x*x))" 
1, used, up_correlated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.0918339+0.000299479*x+-3.61757e-07*x*x))" 
1, used, up_uncorrelated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(1.35875+-0.000916722*x+6.33425e-07*x*x+-2.07301/x)*(1+(0.0738386))" 
2, used, central, 2, -2.5, 2.5, 20, 1000, 0, 1, "0.850069+1.99726/sqrt(x)" 
2, used, down, 2, -2.5, 2.5, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1-(0.191031+0.000297068*x+-3.60129e-07*x*x))" 
2, used, down_correlated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1-(0.170404+0.000308588*x+-3.73869e-07*x*x))" 
2, used, down_uncorrelated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1-(0.0917417))" 
2, used, up, 2, -2.5, 2.5, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1+(0.191031+0.000297068*x+-3.60129e-07*x*x))" 
2, used, up_correlated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1+(0.170404+0.000308588*x+-3.73869e-07*x*x))" 
2, used, up_uncorrelated, 2, -2.5, 2.5, 20, 1000, 0, 1, "(0.850069+1.99726/sqrt(x))*(1+(0.0917417))" 

