DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, used, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.043906901031732559" 
2, used, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.054042637348175049" 
2, used, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.11819484829902649" 
2, used, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.21282503008842468" 
2, used, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.27353900671005249" 
2, used, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.040986962616443634" 
2, used, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.013066509738564491" 
2, used, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.014248432591557503" 
2, used, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.013246115297079086" 
2, used, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.012544828467071056" 
2, used, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.015440753661096096" 
2, used, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.033769957721233368" 
2, used, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.060807149857282639" 
2, used, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.690996+(0.009402*(log(x+19)*(log(x+18)*(3-(0.374571*log(x+18)))))))+0.078154005110263824" 
0, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x" 
0, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.0521603+2.83526e-05*x+-4.35156e-08*x*x))" 
0, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.039047+3.3822e-05*x+-5.45325e-08*x*x))" 
0, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.0352221))" 
0, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.0521603+2.83526e-05*x+-4.35156e-08*x*x))" 
0, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.039047+3.3822e-05*x+-5.45325e-08*x*x))" 
0, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.0352221))" 
1, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x" 
1, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.079916+0.000250233*x+-2.41117e-07*x*x))" 
1, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.0587632+0.000292662*x+-2.82585e-07*x*x))" 
1, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.0572327))" 
1, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.079916+0.000250233*x+-2.41117e-07*x*x))" 
1, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.0587632+0.000292662*x+-2.82585e-07*x*x))" 
1, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.0572327))" 
2, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "0.817821+1.44089/sqrt(x)" 
2, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(0.817821+1.44089/sqrt(x))*(1-(0.161526+0.000272842*x+-2.42585e-07*x*x))" 
2, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.817821+1.44089/sqrt(x))*(1-(0.126369+0.000311823*x+-2.7988e-07*x*x))" 
2, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.817821+1.44089/sqrt(x))*(1-(0.108788))" 
2, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(0.817821+1.44089/sqrt(x))*(1+(0.161526+0.000272842*x+-2.42585e-07*x*x))" 
2, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.817821+1.44089/sqrt(x))*(1+(0.126369+0.000311823*x+-2.7988e-07*x*x))" 
2, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.817821+1.44089/sqrt(x))*(1+(0.108788))" 
